# Zeng et al. (2021) core EOS (Holzapfel EOS)
# Pressure (Pa)	Density (kg m-3)
9.280362e+16	2.702158e+06
9.400351e+16	2.721168e+06
9.521860e+16	2.740312e+06
9.644910e+16	2.759590e+06
9.769520e+16	2.779004e+06
9.895708e+16	2.798555e+06
1.002349e+17	2.818243e+06
1.015290e+17	2.838070e+06
1.028394e+17	2.858036e+06
1.041664e+17	2.878143e+06
1.055103e+17	2.898391e+06
1.068711e+17	2.918781e+06
1.082491e+17	2.939315e+06
1.096446e+17	2.959994e+06
1.110577e+17	2.980818e+06
1.124887e+17	3.001788e+06
1.139378e+17	3.022906e+06
1.154051e+17	3.044172e+06
1.168911e+17	3.065588e+06
1.183958e+17	3.087155e+06
1.199195e+17	3.108874e+06
1.214625e+17	3.130745e+06
1.230249e+17	3.152770e+06
1.246071e+17	3.174950e+06
1.262092e+17	3.197286e+06
1.278316e+17	3.219780e+06
1.294744e+17	3.242431e+06
1.311380e+17	3.265242e+06
1.328225e+17	3.288213e+06
